,put_price,std,ste,black_scholes_put
Num Sims,,,,
3400,7.25864001514397,8.291134112466066,0.14219177695147212,7.302107261067341
3500,7.523682517035267,8.252771868566322,0.13949730516045275,7.302107261067341
3600,7.216083443108726,8.223494514558313,0.1370582419093052,7.302107261067341
3700,7.0509767473115845,8.109022220181977,0.13331150410345569,7.302107261067341
3800,7.407965023387486,8.385170172425111,0.13602542217940827,7.302107261067341
3900,7.4561489691279865,8.441188583918857,0.13516719438635044,7.302107261067341
4000,7.48161657743712,8.340746436214015,0.13187878062184302,7.302107261067341
4100,7.332789058619539,8.407521767174964,0.13130343025400554,7.302107261067341
4200,7.346001577559058,8.350460873401152,0.12885040864931738,7.302107261067341
4300,7.1429573745240065,8.093448596757009,0.12342393400658692,7.302107261067341
4400,7.2487784763303,8.210416160992411,0.12377668081219109,7.302107261067341
4500,7.3274339486270215,8.308317083461207,0.12385307851494702,7.302107261067341
4600,7.438631856550474,8.385361390253085,0.12363540864446626,7.302107261067341
4700,7.343069293172235,8.395360835862062,0.12245892369447767,7.302107261067341
4800,7.205440172008744,8.194537722790574,0.11827796400344201,7.302107261067341
4900,7.2663060004416975,8.185513741347002,0.11693591059067146,7.302107261067341
5000,7.452612160614494,8.434700823894246,0.11928468299710762,7.302107261067341
5100,7.208458468238284,8.171316557254219,0.11442131835411407,7.302107261067341
5200,7.193400626411653,8.20654171396116,0.1138042574766196,7.302107261067341
5300,7.12874096313757,8.19805187700263,0.11260890291056898,7.302107261067341
5400,7.068172401365417,8.108584198451773,0.11034385457000763,7.302107261067341
5500,7.2826449123765356,8.125853683352668,0.10956898871425595,7.302107261067341
5600,7.257204086221685,8.287797955086907,0.11075035870978889,7.302107261067341
5700,7.455428227413225,8.413746346245755,0.11144279279740292,7.302107261067341
5800,7.318243072225012,8.256687731139198,0.1084156213212524,7.302107261067341
5900,7.317622376071562,8.364984493780435,0.10890282216167531,7.302107261067341
6000,7.339133829038783,8.30288694340803,0.10718980952420767,7.302107261067341
6100,7.269487564543426,8.234534498255554,0.10543241048564363,7.302107261067341
6200,7.278684280912724,8.24073594645626,0.10465745117749801,7.302107261067341
6300,7.110748581606973,8.215580745602356,0.10350658823254495,7.302107261067341
6400,7.209983301986174,8.143567575383546,0.10179459469229432,7.302107261067341
6500,7.2882591874633365,8.422748330825508,0.10447133537256405,7.302107261067341
6600,7.3597919225664885,8.315853475831867,0.1023610803105811,7.302107261067341
6700,7.214214828426913,8.298094839061642,0.1013773635704085,7.302107261067341
6800,7.392280856084131,8.330576157364622,0.10102307476196007,7.302107261067341
6900,7.306574701364781,8.355423684903199,0.10058748082001129,7.302107261067341
7000,7.31996805423932,8.253347235051837,0.09864636738104869,7.302107261067341
7100,7.29393001080326,8.341475879463724,0.0989951057601399,7.302107261067341
7200,7.287691831473955,8.400297129537282,0.09899845107129504,7.302107261067341
7300,7.10033125765063,8.00839828965724,0.09373121230250134,7.302107261067341
7400,7.163091521954639,8.188103810430588,0.09518477337518251,7.302107261067341
7500,7.4258027722880025,8.347762035668005,0.09639165316847723,7.302107261067341
7600,7.2328753024383525,8.159468229385203,0.09359551959189696,7.302107261067341
7700,7.260773374428803,8.323574661052813,0.09485593665784142,7.302107261067341
7800,7.30606563218883,8.248512504638938,0.09339601274857189,7.302107261067341
7900,7.422778127192762,8.368654363969606,0.09415471771933974,7.302107261067341
8000,7.354480261055325,8.413021743855332,0.09406044257722172,7.302107261067341
8100,7.281153000115987,8.282397141135778,0.09202663490150864,7.302107261067341
8200,7.243761316731445,8.28464912620803,0.09148864460017966,7.302107261067341
8300,7.317148948400308,8.240900657236056,0.09045563622900685,7.302107261067341
8400,7.232584241996093,8.154653322585167,0.08897456218302303,7.302107261067341
8500,7.192840562035474,8.234942300403135,0.08932049016683348,7.302107261067341
8600,7.309734177941019,8.215193751121012,0.08858671245869365,7.302107261067341
8700,7.268846378161358,8.219699593318087,0.08812442966597445,7.302107261067341
8800,7.386711277478319,8.359485089647045,0.0891124104738397,7.302107261067341
8900,7.390207972788031,8.242994878620989,0.0873755709624153,7.302107261067341
9000,7.30527539595783,8.28169736783588,0.08729675524860891,7.302107261067341
9100,7.257252366022472,8.303084236497728,0.08703997303145354,7.302107261067341
9200,7.31760979937199,8.274441570213385,0.08626701678312729,7.302107261067341
9300,7.199438426845553,8.28244309119836,0.08588493399926442,7.302107261067341
9400,7.388409061448841,8.412096737735844,0.08676415300885035,7.302107261067341
9500,7.315891161319675,8.223313522542892,0.08436941656538119,7.302107261067341
9600,7.104820450042693,8.175834710951596,0.08344426359652753,7.302107261067341
9700,7.23249678091141,8.299187785145747,0.08426548491371508,7.302107261067341
9800,7.263899246797756,8.279476234763683,0.0836353398610609,7.302107261067341
9900,7.238453614350867,8.210459636971482,0.08251822415815761,7.302107261067341
