,call_price,std,ste,black_scholes_call
Num Sims,,,,
100,3.120237100016783,7.010200529175124,0.7010200529175125,3.3468747174046953
200,3.4018056047551113,6.592142327885685,0.4661348542594841,3.3468747174046953
300,3.5145315462848283,6.460212151737896,0.37298052248279656,3.3468747174046953
400,2.955224682960353,5.969237020080991,0.29846185100404954,3.3468747174046953
500,2.817332088109814,6.29337756684153,0.2814484009505977,3.3468747174046953
600,3.109725958356893,6.458528847313273,0.2636683360827188,3.3468747174046953
700,3.00817607503195,5.970504154385985,0.22566384563119007,3.3468747174046953
800,3.742784116955982,7.290651893517191,0.25776346965882746,3.3468747174046953
900,3.1239626867812165,6.040119922680674,0.20133733075602248,3.3468747174046953
1000,3.24971219414797,6.267483186139394,0.19819522065009543,3.3468747174046953
1100,3.61566235055526,7.042088653788923,0.21232696186397113,3.3468747174046953
1200,3.393586381100148,6.860883683773494,0.19805665208526688,3.3468747174046953
1300,3.2818751060393407,6.578080592168739,0.18244312976306853,3.3468747174046953
1400,3.328746976730624,6.642183430205998,0.17751981925669819,3.3468747174046953
1500,3.25483829840283,6.547565408500116,0.16905741190216475,3.3468747174046953
1600,3.3626268145957683,6.667140790628644,0.1666785197657161,3.3468747174046953
1700,3.2269787657225875,6.497117116461267,0.15757823607751906,3.3468747174046953
1800,3.0274301070557867,6.031361799815093,0.1421605609479584,3.3468747174046953
1900,3.431325386492488,6.839273951559841,0.15690370527389177,3.3468747174046953
2000,3.403249218849123,6.872827447079101,0.15368109369295208,3.3468747174046953
2100,3.238499072513485,6.526593735314186,0.14242195153477066,3.3468747174046953
2200,3.36548391622623,6.80496165334241,0.14508226992650608,3.3468747174046953
2300,3.178462494254023,6.687072026846156,0.13943509054352815,3.3468747174046953
2400,3.413106485184988,6.89498036083715,0.1407431972546838,3.3468747174046953
2500,3.210441373183435,6.581912418866849,0.13163824837733698,3.3468747174046953
2600,3.466392888267212,6.889370197518301,0.13511166566734767,3.3468747174046953
2700,3.2673516724458413,6.478516125248961,0.12467910096206063,3.3468747174046953
2800,3.339739438600225,6.6440188976596,0.12556015506586288,3.3468747174046953
2900,3.1622030192973405,6.404606976702817,0.11893056584299352,3.3468747174046953
3000,3.2980017805428075,6.55567986388164,0.1196897913743457,3.3468747174046953
3100,3.411279012473961,6.752195765429198,0.12127301597938217,3.3468747174046953
3200,3.334892878525484,6.698095430570985,0.11840671749978429,3.3468747174046953
3300,3.5184638166977282,6.802380579582506,0.11841424662122839,3.3468747174046953
3400,3.3910105437464804,6.904048897618418,0.11840346176962566,3.3468747174046953
3500,3.313075143018405,6.545481226819019,0.1106388261618345,3.3468747174046953
3600,3.3071404428295756,6.616741419795612,0.1102790236632602,3.3468747174046953
3700,3.3360533165905615,6.671092025746909,0.10967207732536363,3.3468747174046953
3800,3.3025120324377073,6.495478522504034,0.10537057568449501,3.3468747174046953
3900,3.3137082895194867,6.411079752846499,0.10265943647204842,3.3468747174046953
4000,3.3620913591421786,6.493032402027216,0.10266385655840049,3.3468747174046953
4100,3.3702849945831064,6.823833707089346,0.10657037805384155,3.3468747174046953
4200,3.306697008416822,6.6528216457175064,0.10265526666345287,3.3468747174046953
4300,3.4742324872405312,6.782505961191506,0.10343224623540734,3.3468747174046953
4400,3.455977649698205,6.834068083726115,0.10302745284301207,3.3468747174046953
4500,3.282315020902473,6.560848061637096,0.09780334837245519,3.3468747174046953
4600,3.218987611099903,6.499860595707551,0.09583521609652562,3.3468747174046953
4700,3.3665358043756384,6.632094116702379,0.09673903519460289,3.3468747174046953
4800,3.218543903835448,6.549002883385381,0.09452671444115461,3.3468747174046953
4900,3.3958183721728523,6.760379810078963,0.09657685442969947,3.3468747174046953
5000,3.409996688363331,6.679057990563267,0.09445614394130963,3.3468747174046953
5100,3.3168665861971953,6.576854476858953,0.09209438339496048,3.3468747174046953
5200,3.395628767333985,6.805612087400233,0.09437685900784251,3.3468747174046953
5300,3.330848115949601,6.754815748316791,0.09278453005582803,3.3468747174046953
5400,3.24989330305431,6.5009085180542225,0.08846615963192005,3.3468747174046953
5500,3.4057640501849833,6.784223676085521,0.09147845338673458,3.3468747174046953
5600,3.2947067343014984,6.524312280705486,0.0871847901382915,3.3468747174046953
5700,3.3165401474900356,6.570784009997905,0.08703216032527826,3.3468747174046953
5800,3.2580286573335235,6.6149256118578625,0.08685822857254735,3.3468747174046953
5900,3.3133156019065333,6.633639500268191,0.08636263023792924,3.3468747174046953
6000,3.196517102535747,6.562124685829134,0.08471666541317605,3.3468747174046953
6100,3.3583122947506494,6.695301510164383,0.08572455155714542,3.3468747174046953
6200,3.327548009822693,6.469517311515981,0.08216295201924606,3.3468747174046953
6300,3.33237194461503,6.658486233176149,0.08388904133872059,3.3468747174046953
6400,3.313690180490411,6.591652911985411,0.08239566139981763,3.3468747174046953
6500,3.3486975754530834,6.720456654241083,0.08335700574270727,3.3468747174046953
6600,3.404788064007711,6.715013900982816,0.08265610730189202,3.3468747174046953
6700,3.2091073939619386,6.520762526634785,0.07966379346583886,3.3468747174046953
6800,3.2133749699171625,6.435868591853972,0.07804637057885036,3.3468747174046953
6900,3.438359458007373,6.775635240660421,0.08156906286449059,3.3468747174046953
7000,3.4054996520876215,6.845333832209876,0.08181738836701885,3.3468747174046953
7100,3.4215193283366463,6.8122518109502135,0.08084655500233574,3.3468747174046953
7200,3.296574193629553,6.623575226272817,0.07805958263661217,3.3468747174046953
7300,3.4330285464644796,6.835378198342846,0.08000205058534668,3.3468747174046953
7400,3.268468058391894,6.650979097584764,0.07731606154287267,3.3468747174046953
7500,3.3393039968203717,6.5908779532763155,0.07610490321040102,3.3468747174046953
